Nome;Unidade;Quantidade;Preço
nan eas010 5.2 estrutura metálica para pilares em perfis de ferro fe360, incluindo chapas, gousset, conectores, chumbadores, parafusos, furações, roscagem, cortes, desperdícios, montagem, soldaduras, fixações, acessórios, metalização e pintura (protecção anticorrosiva), conforme pormenores e caderno de encargos (a medição refere-se apenas aos perfis, tudo o mais que é referido como incluído deve ser considerado diluído no preço unitário). (de acordo com projecto de estabilidade) metallic structure for pillars in fe360 iron profiles, including plates, gousset, connectors, bolts, screws, bumps, threading, cuts, waste, assembly, welding, fixations, accessories, metallization and paint (anti -corrosion protection), according to details and notebook charges (measurement refers only to profiles, everything else that is mentioned as included should be considered diluted in the unit price). (according to stability project) nan kg 3800 9.79 37202 7.03 26714 7.241673832473743;vg;1;27518.36
nan eav010 5.3 estrutura metálica para vigas em perfis de ferro fe360, incluindo chapas, gousset, conectores, chumbadores, parafusos, furações, roscagem, cortes, desperdícios, montagem, soldaduras, fixações, acessórios, metalização e pintura (protecção anticorrosiva), conforme pormenores e caderno de encargos (a medição refere-se apenas aos perfis, tudo o mais que é referido como incluído deve ser considerado diluído no preço unitário). (de acordo com projecto de estabilidade) metallic structure for fe360 iron profile beams, including plates, gousset, connectors, bolts, screws, bumps, threading, cuts, waste, assembly, welding, fixations, accessories, metallization and paint (anti -corrosion protection), according to details and notebook charges (measurement refers only to profiles, everything else that is mentioned as included should be considered diluted in the unit price). (according to stability project) nan kg 5447.66 9.79 53332.5914 7.14 38896.2924 7.241673832473743;vg;1;39450.18
nan emv020 5.4 execução dos vigamentos de madeira para pavimentos entre pisos, constituidos por vigas de madeira de pinho tratadas em autoclave, com dimensões de 6cm de largura e 16cm de altura, com afastamento de 40cm entre elas, incluindo tarugamento de madeira de 2,50m em 2,50m, todas as fixações e todos os trabalhos necessários. (de acordo com projecto de estabilidade) execution of wooden floors for floors, consisting of pine wood beams treated in autoclave, with dimensions of 6cm wide and 16cm high, with 40cm removal among them, including 2,50m in 2 wood troubction, 2, 50m, all fixations and all necessary work. (according to stability project) nan m 252.81 27.27 6894.1287 31.43 7945.8183 30.491932827354038;vg;1;7708.67
nan emt010 5.5 soalho base de painel estrutural osb de partículas longas e orientadas, de altas prestações para utilização em ambiente húmido, classe osb/4, coladas com adesivo sem ureia-formaldeído, bordos macho-fêmea, de 18 mm de espessura, colocado com fixações mecânicas. long and oriented-oriented particle structural panel base, high installment for use in a humid environment, osb/4 class, glued with no formaldehyde adhesive, 18 mm thick male edges, placed with mechanical fixations. nan m² 104 44.14 4590.56 31.62 3288.48 39.54082083748937;vg;1;4112.25
nan emv020b 5.6 execução dos vigamentos de madeira para cobertura, constituidos por vigas de madeira de pinho tratadas em autoclave, com dimensões de 7cm de largura e 12cm de altura, com afastamento de 40cm entre elas, incluindo tarugamento de madeira de 2,50m em 2,50m, todas as fixações e todos os trabalhos necessários. (de acordo com projecto de estabilidade) execution of wooden coverings for coverage, consisting of autoclave -treated pine wood beams, with dimensions of 7cm wide and 12cm high, with 40cm removal among them, including 2.50m wood taruction, 2.50m, all fixations and all the necessary work. (according to stability project) nan m 70.64 24.39 1722.9096 42.43 2997.2552 31.017434822276915;vg;1;2191.07
nan eae010 5.7 aço en 10025 s275jr, em estrutura de escada composta de viga embutida, formada por peças simples de perfis laminados heb180 e cantoneiras de abas iguais (60x60), acabamento com primário antioxidante, com ligações soldadas em obra, steel en 10025 s275jr, in a built -in beam composed, formed by simple parts of heb180 laminated profiles and equal tab singers (60x60), finish with antioxidant primary, with welded connections on work, nan kg 1828.36 10.36 18941.809599999997 6.81 12451.131599999999 8.523386015212457;vg;1;15583.82
nan eae010b 5.8 degrau de aço maciço de 2 cm de espessura, 80 cm de largura e 29 cm de profundidade, lacado a preto acetinado solados a estrutura de escadas. os pormenores de execução deveram ser discutidos com o serralheiro. 2 cm thick, 80 cm wide and 29 cm deep, lacked black stairs structure. execution details should be discussed with the locksmith. nan ud 43 319.29 substituído 175 subsituído 267.3138928319865;vg;1;267.31
nan nan alteração nan nan degrau de aço maciço de 1 cm de espessura, 75 cm de largura e 29 cm de profundidade, em forma de s, lacado a preto ncs s 8500-n acetinado solados a estrutura de escadas. conforme desenhos de pormenor_ os pormenores de execução deveram ser discutidos com o serralheiro. ud 43 220.9 9498.7 220.9 9498.7 207.88;vg;1;8938.84
nan f 6 fachadas, divisões e protecções facades, divisions and protections nan nan nan nan 33356.554899999996 nan 30583.90469329573 nan;vg;1;26142.03
"nan fly010 6.1 fachada ligeira de placas. sistema aquapanel outdoor wm311c.es ""knauf"", formado por: estrutura exterior: estrutura metálica de aço z2 (z275) galvanizado normal de canais horizontais de 100/40/0,7 mm grc 0,70 e montantes verticais de 100/50/1 mm grc 1 com uma modulação de 400 mm e disposição normal ""n""; isolamento exterior: painel de lã mineral, segundo en 13162, de 90 mm de espessura, resistência térmica 2,6 m²°c/w, condutibilidade térmica 0,034 w/(m°c), colocado entre os montantes da estrutura portante; placa exterior: placa de cimento portland aquapanel outdoor ""knauf"" de 12,5x1200x2400 mm, revestida com uma camada de fibra de vidro embebida em ambas as faces; estrutura interior: estrutura metálica de aço galvanizado de canais horizontais de 48/30 e montantes verticais de 48/35 com uma modulação de 400 mm e disposição normal ""n""; isolamento interior: painel de lã mineral, segundo en 13162, de 40 mm de espessura, resistência térmica 1,15 m²°c/w, condutibilidade térmica 0,034 w/(m°c), colocado entre os montantes da estrutura portante; placas interiores: duas placas de gesso laminado (uma placa standard (a) de 12,5 mm de espessura e uma placa standard + alumínio (bv) de 15 mm de espessura); impermeabilização: membrana altamente transpirante, impermeável à água da chuva, tyvek stuccowrap, fixada aos montantes da estrutura metálica pela face exterior; revestimento exterior: camada base de argamassa aquapanel outdoor armada com malha de fibra de vidro aquapanel outdoor e camada de acabamento de tinta grc acabamento liso, sobre demão de primário grc. inclusive fita acústica, parafusos para a fixação das placas, fixações para a ancoragem dos perfis, massa de colagem perlfix, para a vedação de encontros perimetrais, massa jointfiller 24h ""knauf"" e fita ""knauf"", para o tratamento de juntas entre placas interiores, argamassa aquapanel outdoor ""knauf"" e fita aquapanel outdoor ""knauf"", para o tratamento de juntas entre placas exteriores, perfil de pvc com malha de fibra de vidro anti-álcalis, ""knauf"", para remate de padieiras, e fita adesiva de dupla face para a fixação da membrana altamente traspirante. (zona da trapeira) light facade of plates. aquapanel outdoor system wm311c.es ""knauf"", formed by: outer structure: z2 steel metallic structure (z275) galvanized horizontal channels 100/40/0.7 mm grc 0.70 and vertical amounts of 100/50/ 1 mm grc 1 with a modulation of 400 mm and normal ""n"" mood; exterior insulation: mineral wool panel, according to en 13162, 90 mm thick, thermal resistance 2.6 m² ° c/w, thermal conductivity 0.034 w/(m ° c), placed between the amounts of the portion structure; outdoor plate: portland aquapanel outdoor cement plate ""knauf"" of 12.5x1200x2400 mm, coated with a fiberglass layer soaked on both faces; inner structure: metallic structure of 48/30 horizontal channels and 48/35 vertical amounts with a modulation of 400 mm and normal ""n"" mood; internal island: mineral wool panel, according to en 13162, 40 mm thick, thermal resistance 1.15 m² ° c/w, thermal conductivity 0.034 w/(m ° c), placed between the amounts of the portion structure; interior plates: two laminate plasterboards (a 12.5 mm thick standard plate (a) and a 15 mm thick (bv) standard + aluminum plate (bv); waterproofing: highly transpiring membrane, impermeable rainwater, tyvek stuccowrap, fixed to the amounts of the metal structure through the outer face; outdoor coating: base of mortar aquapanel pillars armed with fiberglass mesh aquapanel billboard and grc plain finish finish layer, on primary grace coat. including acoustic tape, schills for plates fixing, profile anchor fixations, perlfix collage mass, for the sealing of perimeter meetings, 24 -hour jointfiller dough ""knauf"" and knauf tape, for joint treatment between interior plates , mortar aquapanel outdoor ""knauf"" and aquapanel outdoor tape ""knauf"", for the treatment of joints between exterior plates, pvc profile with anti-alkalis fiberglass mesh, ""knauf"", for bakers, and tape of adhesive tape, and tape of double -sided to fix the highly transpiring membrane. (trapeira zone) nan m² 11.4 172.86 1970.6040000000003 189 2154.6 172.39028857835723";vg;1;1965.25
"nan fby015 6.2 parede múltipla w112.es ""knauf"" (12,5+12,5+48+12,5+12,5)/400 (48) lm - (4 standard (a)) com placas de gesso laminado, sobre fita acústica de dilatação autocolante ""knauf"", formado por uma estrutura simples, com disposição normal ""n"" dos montantes; isolamento acústico através de placa pu isolamento de tipo copopren, espessura 40 mm, na alma; 98 mm de espessura total. multiple wall w112.es ""knauf"" (12.5+12.5+48+12.5+12.5)/400 (48) lm - (4 standard (a)) with laminated plasterboards, on acoustic tape ""knauf"" sticker dilation, formed by a simple structure, with normal arrangement ""n"" of the amounts; acoustic insulation through pu plate copopren type insulation, 40 mm thickness in the soul; 98 mm of total thickness. nan m² 33.66 65.71 2211.7985999999996 103.68 3489.8687999999997 65.68774936535917";vg;1;2211.05
"nan fby015b 6.3 parede múltipla w112.es ""knauf"" (12,5+12,5+48+12,5+12,5)/400 (48) lm - (1 standard (a) + 1 standard (a) + 1 standard (a) a1 + 1 impregnada (h1)) com placas de gesso laminado, sobre fita acústica de dilatação autocolante ""knauf"", formado por uma estrutura simples, com disposição normal ""n"" dos montantes; isolamento acústico através de painel semi-rígido de lã mineral, espessura 45 mm, na alma; 98 mm de espessura total. (instalações sanitárias) multiple wall w112.es ""knauf"" (12.5+12.5+48+12.5+12.5)/400 (48) lm - (1 standard (a)+1 standard (a)+1 standard ( a) a1 + 1 impregnated (h1)) with laminated plaster plates, on self -controlling acoustic tape ""knauf"", formed by a simple structure, with normal arrangement ""n"" of the amounts; acoustic insulation through semi-rigid mineral wool panel, 45 mm thickness in the soul; 98 mm of total thickness. (sanitary facilities) nan m² 27.67 70 1936.9 84.24 2330.9208 73.37802246179146";vg;1;2030.37
"nan fby015d 6.4 parede múltipla ""knauf"" com apainelado (12,5+12,5+48+12,5+12)/400 (48) lm - (1 standard (a) + 1 standard (a) + 1 standard (a) a1 + 1 placa de mdf hidrófugo lacado a branco na face exterior) com placas de gesso laminado e mdf hidrófugo, sobre fita acústica de dilatação autocolante ""knauf"", formado por uma estrutura simples, com disposição normal ""n"" dos montantes; isolamento acústico através de painel semi-rígido de lã mineral, espessura 45 mm, na alma; 98 mm de espessura total. (circulação) multiple wall ""knauf"" with apainelated (12.5+12.5+48+12.5+12)/400 (48) lm - (1 standard (a)+1 standard (a)+1 standard (a) a1 + 1 mdf plate hydrofuga lacked to white on the outer face) with laminated plaster plates and hydrofugal mdf, on ""knauf"" spectulant acoustic tape, formed by a simple structure, with normal arrangement ""n"" of the amounts; acoustic insulation through semi-rigid mineral wool panel, 45 mm thickness in the soul; 98 mm of total thickness. (circulation) nan m² 20.4 177.14 3613.6559999999995 233.5 4763.4 78.50487119274632";vg;1;1601.5
nan ffi020 6.5 parede meeira simples, de 20 cm de espessura, de alvenaria de bloco vazado de betão, 50x20x20 cm, para revestir, com juntas horizontais e verticais de 10 mm de espessura, junta refundada, assente com argamassa de cimento confeccionada em obra, com 250 kg/m³ de cimento, cor cinzento, dosificação 1:6, fornecida em sacos. simple memer wall, 20 cm thick, masonry block masonry, 50x20x20 cm, to coat, with horizontal and vertical joints of 10 mm thick, refounded joint, based on cement mortar made on work, with 250 kg /m³ cement, gray color, 1: 6 dosification, supplied in bags. nan m² 136 32.37 4402.32 39.5 5372 34.22171527912371;vg;1;4654.15
nan ffi010 6.6 parede meeira simples, de 15 cm de espessura, de alvenaria de tijolo cerâmico furado triplo, para revestir, 30x20x15 cm, com juntas horizontais e verticais de 10 mm de espessura, assente com argamassa de cimento confeccionada em obra, com 250 kg/m³ de cimento, cor cinzento, dosificação 1:6, fornecida em sacos. single fired wall, 15 cm thick, triple -borne brick masonry, to coat, 30x20x15 cm, with 10 mm thickness horizontal and vertical joints, based on cement mortar made on work, with 250 kg/m³ of cement, gray color, dosification 1: 6, supplied in bags. nan m² 72.73 30.31 2204.4463 31.25 2272.8125 31.658290913646276;vg;1;2302.51
nan foa010 6.7 estrutura de tipo atelier em aço lacado a preto mate da design minder e patchwork de vidros com referencias: 520.flutes / 523.quadretti e 533,retinato- medidas gerais: 270*207 cm, coforme desenho de pormenor ( vi1) steel type structure black black mate of design minder and patchwork of glass with references: 520.flutes / 523.quadretti and 533, general measurements: 270*207 cm, with detail design (vi1) nan ud 1 4790.57 4790.57 2010.82 2010.82 3337.578523851615;vg;1;3337.58
nan foa010b 6.8 guarda corpo mezzanine de perfil tubular de aço de 40 mm de diametro na horizontal e 20 mm de diametro na horizontal e vertical lacado a preto acetinado conforme desenho de pormenor. mezzanine wardrobe of 40 mm horizontal diameter steel tubular profile and 20 mm diameter horizontally and vertically lacked to satin black according to detail design. nan m 1 1900 substituído 601.97 subsituído 1607.2670771543492;vg;1;1607.27
"nan fdd010c 6.9 guarda de fachada em forma recta, de 100 cm de altura, formada por: caixilho composto de remate de guarda superior e inferior de secção rectangular de perfil maciço de aço laminado a quente de 20x6 mm e montantes de secção circular de perfil maciço de aço laminado a quente de diâmetro 10 mm com uma separação de 100 cm entre si; entre-pano para enchimento das aberturas do caixilho composto de barras verticais de secção circular de perfil maciço de aço laminado a quente de diâmetro 10 mm com uma separação de 10 cm e corrimão de secção rectangular de perfil maciço de aço laminado a quente de 20x6 mm, fixada através de ancoragem mecânica de expansão, de alta resistência à corrosão. facade in straight -shaped, 100 cm high, formed by: boxes composed of upper and lower rectangular stir of rectangular section of 20x6 mm hot rolled steel profile and amounts of circular section of rolled steel mass profile hot diameter 10 mm with a separation of 100 cm from each other; entre-pan for filling the frame openings composed of vertical bars of circular section of hot rolled steel profile of diameter 10 mm with a separation of 10 cm and railing of rectangular section of 20x6 mm hot rolled steel profile profile profile profile , fixed by mechanical anchor of expansion, of high resistance to corrosion. nan m 11.1 374.29 substituído 135 subsituído 264.0327096441754";vg;1;264.03
"nan nan alteração nan nan guarda de fachada em forma recta, de 100 cm de altura, formada por: caixilho composto de remate de guarda superior e inferior de secção circular de perfil oco de aço laminado a quente de 40 mm e montantes de secção circular de perfil maciço de aço laminado a quente de diâmetro 10 mm com uma separação de 100 cm entre si; entre-pano para enchimento das aberturas do caixilho composto de barras verticais de secção circular de perfil maciço de aço laminado a quente de diâmetro 10 mm com uma separação de 10 cm e corrimão de secção rectangular de perfil maciço de aço laminado a quente de 20x6 mm, fixada através de ancoragem mecânica de expansão, de alta resistência à corrosão, lacado a cor branco. m 7.6 374.29 2844.604 264.0327096441754 2006.6485932957328 264.0327096441754";vg;1;2006.65
nan fdd010 6.10 guarda de escada em aço tubular, de 40 mm de diametro, lacado a preto acetinado, de 90 cm de altura, conforme desenhos. os pormenores de execução deverão ser discutidos com o serralheiro. 40 mm diameter tubular steel staircase, 90 cm high -high black diameter, according to drawings. execution details should be discussed with the locksmith. nan m 18.2 311.43 substituído 94.5 subsituído 196.10196395902346;vg;1;196.1
nan fdd010 alteração nan nan guarda de escada em aço tubular, de 40 mm de diametro, lacado a preto acetinado ncs s 8500 -n, de 90 cm de altura, com fitaled de 2700k , integrada conforme desenhos,. os pormenores de execução deverão ser discutidos com o serralheiro no inicio da obra. m 18.2 350.6 6380.92 270.67 4926.194 270.67;vg;1;4926.19
"nan fff010 6.11 fachada simples, de 22 cm de espessura, de alvenaria de tijolo cerâmico furado triplo, para revestir, 30x20x22 cm, com juntas horizontais e verticais de 10 mm de espessura, assente com argamassa de cimento confeccionada em obra, com 250 kg/m³ de cimento, cor cinzento, dosificação 1:6, fornecida em sacos. revestimento das testas de laje com peças cerâmicas e das testas de pilares com tijolos cortados, colocados com a mesma argamassa utilizada no assentamento da alvenaria. padieira de alvenaria armada de tijolos cortados para revestir; montagem e desmontagem de escoramento. simple façade, 22 cm thick, triple brick brick masonry, to coat, 30x20x22 cm, with horizontal and vertical joints of 10 mm thick, based on cement mortar made on work, with 250 kg/m³ of cement , gray color, dosification 1: 6, supplied in bags. lação of slab tests with ceramic pieces and pillars with cut bricks, placed with the same mortar used in the masonry settlement. masonry brick armed with cut bricks cut to coat; mounting and disassembly of shoring. nan m² 33.6 32.76 1100.7359999999999 37.4 1256.64 32.94";vg;1;1106.78
nan l 7 vãos spans nan nan nan nan 54399.24499999999 nan 55335.975000000006 nan;vg;1;63252.87
nan nan nan nota 2 select: caixilhos de pvc cortizo, de batente na série a70 e de correr c70, com vidro duplo incolor 4+14+6 nan nan nan nan nan nan nan nan nan;vg;1;2.0
nan lra010b 7.1 porta de inspecção para instalações, de aço galvanizado de duas folhas, 1500x500 mm, acabamento galvanizado com tratamento anti-manchas, revestida com azulejos existentes no soco. (para inspecçao de contadores) inspection door for installations, two-leaf galvanized steel, 1500x500 mm, anti-mancha-treatment galvanized finish, coated with existing tiles in the punch. (for the inspection of accountants) nan ud 1 428.57 428.57 425.25 425.25 420.7220239839834;vg;1;420.72
"nan lcl060 7.2 janela de alumínio, com ruptura de ponte térmica, uma folha oscilo-batente, com abertura para o interior, dimensões 800x1100 mm, acabamento lacado cor branca na folha móvel e cinza no ar fixo (apenas pelo exterior), com o selo qualicoat, que garante a espessura e a qualidade do processo de lacagem, composta de folha de 88 mm e aro de 80 mm, bites, rebaixo, juntas de estanquidade de epdm, puxador e ferragens, segundo np en 14351-1; coeficiente de transmissão térmica do aro: uh,m = desde 1,3 w/(m²°c); espessura máxima do envidraçado: 65 mm, com classificação à permeabilidade ao ar classe 4, segundo en 12207, classificação à estanquidade à água classe e1950, segundo en 12208, e classificação à resistência à carga do vento classe c5, segundo en 12210, sem pré-aro e sem persiana. inclusive ganchos para a fixação da caixilharia, silicone para vedação perimetral da junta entre a caixilharia exterior e o paramento.(ve2) aluminum window, with thermal bridge rupture, an interior-open oscilo leaf, dimensions 800x1100 mm, white lacked finish on the mobile sheet and gray in fixed air (outside only), with the qualicaat seal, which guarantees the thickness and quality of the laction process, composed of 88 mm leaf and 80 mm rim, bite, recess, epdm stanchity joints, handle and hardware, according to np en 14351-1; thermal transmission coefficient of the rim: uh, m = from 1.3 w/(m² ° c); maximum glazing thickness: 65 mm, with class 4 air permeability classification, according to en 12207, classification to water tanker class e1950, according to en 12208, and classification to wind load resistance class c5, according to en 12210, without pre prere -aro and without blinds. including hooks for fixing the frame, silicone for perimeter sealing of the joint between the outer frames and the downtime. (ve2) nan ud 1 333.14 substituído 594 subsituído 486.12779666913997";vg;1;486.13
"nan lcl060 novo nan nan janela de pvc , uma folha oscilo-batente, com abertura para o interior, dimensões 800x1100 mm, acabamento lacado cor branca na folha móvel e cinza no ar fixo (apenas pelo exterior), com o selo qualicoat, que garante a espessura e a qualidade do processo de lacagem, composta de folha de 88 mm e aro de 80 mm, bites, rebaixo, juntas de estanquidade de epdm, puxador e ferragens, segundo np en 14351-1; coeficiente de transmissão térmica do aro: uh,m = desde 1,3 w/(m²°c); espessura máxima do envidraçado: 65 mm, com classificação à permeabilidade ao ar classe 4, segundo en 12207, classificação à estanquidade à água classe e1950, segundo en 12208, e classificação à resistência à carga do vento classe c5, segundo en 12210, sem pré-aro e sem persiana. inclusive ganchos para a fixação da caixilharia, silicone para vedação perimetral da junta entre a caixilharia exterior e o paramento.(ve2) ud 1 392.86 392.86 392.86 392.86 506.4";vg;1;506.4
"nan lcl060b 7.3 porta de alumínio, com ruptura de ponte térmica, uma folha osciolo batente, com abertura para o interior, dimensões 700x2770 mm, acabamento lacado cor branca, com o selo qualicoat, que garante a espessura e a qualidade do processo de lacagem, composta de folha de 88 mm e aro de 80 mm, bites, rebaixo, juntas de estanquidade de epdm, puxador e ferragens, segundo np en 14351-1; coeficiente de transmissão térmica do aro: uh,m = desde 1,3 w/(m²°c); espessura máxima do envidraçado: 65 mm, com classificação à permeabilidade ao ar classe 4, segundo en 12207, classificação à estanquidade à água classe e1950, segundo en 12208, e classificação à resistência à carga do vento classe c5, segundo en 12210, sem pré-aro e sem persiana. inclusive ganchos para a fixação da caixilharia, silicone para vedação perimetral da junta entre a caixilharia exterior e o paramento. (ve3) aluminum door, with thermal bridge rupture, a stop -off sheet, with opening to the interior, dimensions 700x2770 mm, white lacked finish, with the qualicaat seal, which ensures the thickness and quality of the laculation process, composed of leaf 88 mm and 80 mm rim, bites, recess, epdm, handle and hardware joints, according to np en 14351-1; thermal transmission coefficient of the rim: uh, m = from 1.3 w/(m² ° c); maximum glazing thickness: 65 mm, with class 4 air permeability classification, according to en 12207, classification to water tanker class e1950, according to en 12208, and classification to wind load resistance class c5, according to en 12210, without pre prere -aro and without blinds. including hooks for fixing the frame, silicone for perimeter sealing of the joint between the outer frames and the downtime. (ve3) nan ud 1 734.05 734.05 918 918 1071.6908244751496";vg;1;1071.69
"nan lcl060c 7.4 porta de alumínio, com ruptura de ponte térmica, duas folhas de correr, dimensões 2300x2770 mm, acabamento lacado cor branca com o selo qualicoat, que garante a espessura e a qualidade do processo de lacagem, composta de folha de 37 mm e aro de 116 mm, bites, rebaixo, juntas de estanquidade de epdm, puxador e ferragens, segundo np en 14351-1; coeficiente de transmissão térmica do aro: uh,m = desde 3,9 w/(m²°c); espessura máxima do envidraçado: 30 mm, com classificação à permeabilidade ao ar classe 4, segundo en 12207, classificação à estanquidade à água classe 7a, segundo en 12208, e classificação à resistência à carga do vento classe c5, segundo en 12210, sem pré-aro e sem persiana. inclusive ganchos para a fixação da caixilharia, silicone para vedação perimetral da junta entre a caixilharia exterior e o paramento. (ve4) aluminum door, with thermal bridge rupture, two sliding sheets, 2300x2770 mm dimensions, white lacked finish with the qualicaat seal, which guarantees the thickness and quality of the lacning process, composed of 37 mm leaf and 116 rim. mm, bites, recess, epdm stanchity joints, handle and hardware, according to np en 14351-1; thermal transmission coefficient of the rim: uh, m = since 3.9 w/(m² ° c); maximum glazing thickness: 30 mm, with class 4 air permeability classification, according to en 12207, classification to water tanker class 7a, according to en 12208, and classification to wind load resistance class c5, according to en 12210, without pre prere -aro and without blinds. including hooks for fixing the frame, silicone for perimeter sealing of the joint between the outer frames and the downtime. (ve4) nan ud 1 2411.88 substituído 2214 subsituído 3518.902346343661";vg;1;3518.9
"nan lcl060d 7.5 janela de alumínio, com ruptura de ponte térmica, uma folha oscilo-batente, com abertura para o interior, dimensões 1000x1200 mm, acabamento lacado cor branca na folha móvel e cinza no ar fixo (apenas pelo exterior), com o selo qualicoat, que garante a espessura e a qualidade do processo de lacagem, composta de folha de 88 mm e aro de 80 mm, bites, rebaixo, juntas de estanquidade de epdm, puxador e ferragens, segundo np en 14351-1; coeficiente de transmissão térmica do aro: uh,m = desde 1,3 w/(m²°c); espessura máxima do envidraçado: 65 mm, com classificação à permeabilidade ao ar classe 4, segundo en 12207, classificação à estanquidade à água classe e1950, segundo en 12208, e classificação à resistência à carga do vento classe c5, segundo en 12210, sem pré-aro e sem persiana. inclusive ganchos para a fixação da caixilharia, silicone para vedação perimetral da junta entre a caixilharia exterior e o paramento.( ve5) aluminum window, with thermal bridge rupture, an interior-opening oscilo-batty sheet, 1000x1200 mm dimensions, white lacked finish on the mobile sheet and gray in fixed air (outside only), with the qualicaat seal, which guarantees the thickness and quality of the laction process, composed of 88 mm leaf and 80 mm rim, bite, recess, epdm stanchity joints, handle and hardware, according to np en 14351-1; thermal transmission coefficient of the rim: uh, m = from 1.3 w/(m² ° c); maximum glazing thickness: 65 mm, with class 4 air permeability classification, according to en 12207, classification to water tanker class e1950, according to en 12208, and classification to wind load resistance class c5, according to en 12210, without pre prere -aro and without blinds. including hooks for fixing the frame, silicone for perimeter sealing of the joint between the outer frames and the downtime. (ve5) nan ud 1 454.29 substituído 627.75 subsituído 662.9015409124637";vg;1;662.9
"nan lcl060e 7.6 janela de alumínio, com ruptura de ponte térmica, uma folha oscilo-batente, com abertura para o interior, dimensões 800x1200 mm, acabamento lacado cor branca na folha móvel e cinza no ar fixo (apenas pelo exterior), com o selo qualicoat, que garante a espessura e a qualidade do processo de lacagem, composta de folha de 88 mm e aro de 80 mm, bites, rebaixo, juntas de estanquidade de epdm, puxador e ferragens, segundo np en 14351-1; coeficiente de transmissão térmica do aro: uh,m = desde 1,3 w/(m²°c); espessura máxima do envidraçado: 65 mm, com classificação à permeabilidade ao ar classe 4, segundo en 12207, classificação à estanquidade à água classe e1950, segundo en 12208, e classificação à resistência à carga do vento classe c5, segundo en 12210, sem pré-aro e sem persiana. inclusive ganchos para a fixação da caixilharia, silicone para vedação perimetral da junta entre a caixilharia exterior e o paramento.(ve6) aluminum window, with thermal bridge rupture, an interior-open oscilo leaf, dimensions 800x1200 mm, white lacked finish on the mobile sheet and gray in fixed air (outside only), with the qualicaat seal, which guarantees the thickness and quality of the laction process, composed of 88 mm leaf and 80 mm rim, bite, recess, epdm stanchity joints, handle and hardware, according to np en 14351-1; thermal transmission coefficient of the rim: uh, m = from 1.3 w/(m² ° c); maximum glazing thickness: 65 mm, with class 4 air permeability classification, according to en 12207, classification to water tanker class e1950, according to en 12208, and classification to wind load resistance class c5, according to en 12210, without pre prere -aro and without blinds. including hooks for fixing the frame, silicone for perimeter sealing of the joint between the outer frames and the stop. (ve6) nan ud 1 363.43 substituído 594 subsituído 530.3212327299709";vg;1;530.32
"nan nan novo nan nan porta de alumínio, com ruptura de ponte térmica, duas folhas harmónio, dimensões 2300x2770 mm, acabamento lacado cor branca com o selo qualicoat, que garante a espessura e a qualidade do processo de lacagem, composta de folha de 37 mm e aro de 116 mm, bites, rebaixo, juntas de estanquidade de epdm, puxador e ferragens, segundo np en 14351-1; coeficiente de transmissão térmica do aro: uh,m = desde 3,9 w/(m²°c); espessura máxima do envidraçado: 30 mm, com classificação à permeabilidade ao ar classe 4, segundo en 12207, classificação à estanquidade à água classe 7a, segundo en 12208, e classificação à resistência à carga do vento classe c5, segundo en 12210, sem pré-aro e sem persiana. inclusive ganchos para a fixação da caixilharia, silicone para vedação perimetral da junta entre a caixilharia exterior e o paramento. (ve4) ud 1 2684.92 2684.92 2684.92 2684.92 3070";vg;1;3070.0
"nan nan novo nan nan janela de pvc, uma folha oscilo-batente, com abertura para o interior, dimensões 1000x1200 mm, acabamento lacado cor branca na folha móvel e cinza no ar fixo (apenas pelo exterior), com o selo qualicoat, que garante a espessura e a qualidade do processo de lacagem, composta de folha de 88 mm e aro de 80 mm, bites, rebaixo, juntas de estanquidade de epdm, puxador e ferragens, segundo np en 14351-1; coeficiente de transmissão térmica do aro: uh,m = desde 1,3 w/(m²°c); espessura máxima do envidraçado: 65 mm, com classificação à permeabilidade ao ar classe 4, segundo en 12207, classificação à estanquidade à água classe e1950, segundo en 12208, e classificação à resistência à carga do vento classe c5, segundo en 12210, sem pré-aro e sem persiana. inclusive ganchos para a fixação da caixilharia, silicone para vedação perimetral da junta entre a caixilharia exterior e o paramento.( ve5) ud 1 471.43 471.43 471.43 471.43 674.88";vg;1;674.88
"nan nan novo nan nan janela de pvc , uma folha oscilo-batente, com abertura para o interior, dimensões 800x1200 mm, acabamento lacado cor branca na folha móvel e cinza no ar fixo (apenas pelo exterior), com o selo qualicoat, que garante a espessura e a qualidade do processo de lacagem, composta de folha de 88 mm e aro de 80 mm, bites, rebaixo, juntas de estanquidade de epdm, puxador e ferragens, segundo np en 14351-1; coeficiente de transmissão térmica do aro: uh,m = desde 1,3 w/(m²°c); espessura máxima do envidraçado: 65 mm, com classificação à permeabilidade ao ar classe 4, segundo en 12207, classificação à estanquidade à água classe e1950, segundo en 12208, e classificação à resistência à carga do vento classe c5, segundo en 12210, sem pré-aro e sem persiana. inclusive ganchos para a fixação da caixilharia, silicone para vedação perimetral da junta entre a caixilharia exterior e o paramento.(ve6) ud 1 392.86 392.86 392.86 392.86 580.77";vg;1;580.77
